STOCK  WORKSHEET AS AT  2022-03-26
ITEM NO , CODE ,  ITEM  , UNITS , CATEGORY , QUANTITY , UNIT PRICE , VALUE , PHYSICAL COUNT ,  DIFFERENCE , REMARKS
125,,AMTEL 80/10MG TABS 30`S,KGS,,0,62.00,0.00
126,,AMZART 5/50MG TAB`S 30`S,KGS,,0,0.00,0.00
127,,ANDOLEX C M/WASH 200ML,KGS,,0,968.00,0.00
128,,ANDOLEX C SPRAY 30ML -,KGS,,0,806.40,0.00
129,,ANDOLEX-C SPRAY 30ML,KGS,,0,896.00,0.00
130,,ANOLOL 50MG 30`S,KGS,,0,5.00,0.00
131,,ANTHISAN CREAM 20GM,KGS,,0,450.00,0.00
132,,ANTHISAN CREAM 25GM,KGS,,0,563.00,0.00
133,,ANUSOL OINTMENT 25G,KGS,,0,630.00,0.00
134,,ANUSOL PLUS HC OINT 15G,KGS,,0,705.00,0.00
135,,ANUSOL SUPP 12S,KGS,,0,52.80,0.00
136,,APDROP DX EYE DROPS 3ML,KGS,,0,495.00,0.00
137,,APDROP EYE DROPS 3ML,KGS,,0,438.00,0.00
138,,APROVEL 150MG 28S,KGS,,0,78.07,0.00
139,,APROVEL 300MG 28`S,KGS,,0,0.00,0.00
140,,APROVEL 300MG TAB`S 28`S,KGS,,0,101.00,0.00
141,,AQUASOFT SOAP 75G,KGS,,0,320.45,0.00
142,,ARBITEL AM TABS 30`S,KGS,,0,54.00,0.00
143,,ARCOXIA TABS 60MG 28`S,KGS,,0,113.00,0.00
144,,ARCOXIA TABS 90MG 28`S,KGS,,0,113.00,0.00
145,,ARCOXIA TABS 90MG 7`S,KGS,,0,113.00,0.00
146,,ARO-KLEEN DIAPER {ADULT} XL,KGS,,0,85.00,0.00
147,,ARO-KLEEN MEDIUM 10S,KGS,,0,80.00,0.00
148,,ARO_ KLEEN ADULT DIAPERS L/S,KGS,,0,85.00,0.00
149,,ARTEQUICK  1*4S,KGS,,1,510.00,510.00
150,,ASBRIP ORAL SOLUTION 150ML,KGS,,0,"1,990.00",0.00
151,,ASCARD 75MG 30`S,KGS,,0,3.07,0.00
152,,ASCAREX 30G,KGS,,0,100.00,0.00
153,,ASCORIL D 100ML,KGS,,51,270.00,"13,770.00"
154,,ASCORIL EXPECTORAMT 200ML,KGS,,1,306.00,306.00
155,,ASCORIL EXPECTORANT 100ML,KGS,,6,195.00,"1,170.00"
156,,ASOMEX 2.5MG TABS 30`S,KGS,,0,45.00,0.00
157,,ASOMEX 5MG TABS 30`S,KGS,,0,62.00,0.00
158,,ASOMEX Ã¯Â¿Â½D 30`S,KGS,,0,50.00,0.00
159,,ASOMEX LT TABS 30`S,KGS,,0,40.00,0.00
160,,ASP 81MG 30`S,KGS,,0,4.00,0.00
161,,ASPIRIN INJ 0.5G,KGS,,0,40.00,0.00
162,,ASTYMIN LIQUID 200ML,KGS,,0,331.00,0.00
163,,ATACAND 16/12.5MG TABS 28`S,KGS,,0,103.00,0.00
164,,ATACAND 8MG 28`S,KGS,,0,69.19,0.00
165,,ATARAX 25MG TABS 50`S,KGS,,0,18.24,0.00
166,,ATENOLOL 100MG 28`S,KGS,,0,2.50,0.00
167,,ATENOLOL 100MG TABS 28S,KGS,,0,2.50,0.00
168,,ATENOLOL 50MG 28`S,KGS,,0,2.14,0.00
169,,ATENOLOL AURUBINDO 25MG TABS 30`S,KGS,,0,6.00,0.00
170,,ATENOLOL AURUBINDO 50MG TABS 30`S,KGS,,0,6.50,0.00
171,,ATERIOLOL 50MG TABS 28`S,KGS,,0,2.00,0.00
172,,ATM TABS(AZITHROMYCIN) 500MG,KGS,,1,280.00,280.00
173,,ATOREC 20MG 30`S,KGS,,0,24.00,0.00
174,,ATORID 20MG EZ TABS 30`S,KGS,,0,34.00,0.00
175,,ATORVASTATIN 20MG 28S,KGS,,0,7.14,0.00
176,,ATOXIA 90MG TABS 10`S,KGS,,0,57.00,0.00
177,,ATREST 0.25MG 30`S,KGS,,0,8.00,0.00
178,,ATREST 0.5MG TABS 30`S,KGS,,0,11.05,0.00
179,,ATRIZIN SYR 60MLS,KGS,,1,96.00,96.00
180,,AUGMENTIN 1G 14`S,KGS,,0,158.00,0.00
181,,AUGMENTIN 228MG/5ML 70ML,KGS,,0,591.00,0.00
182,,AUGMENTIN 375MG 20`S,KGS,,0,69.00,0.00
183,,AUGMENTIN 457MG/5ML 70ML,KGS,,0,900.00,0.00
184,,AUGMENTIN 625MG 14`S,KGS,,0,110.25,0.00
185,,AUGMENTIN ES SYP. 100ML,KGS,,0,"1,782.00",0.00
186,,AUGUMENTIN 1G 14S,KGS,,1,"1,930.00","1,930.00"
187,,AUGUMENTIN 475MG/5ML 70ML,KGS,,2,830.00,"1,660.00"
188,,AUGUMENTIN 625MG TABS,KGS,,2,"1,072.00","2,144.00"
189,,AUROPODOX 200MG 10`S,KGS,,0,71.00,0.00
190,,AUROTIM EYE DROPS 5ML,KGS,,0,175.00,0.00
191,,AVAILABLE STOCK AS AT 2020-Dec-02,KGS,,0,0.00,0.00
192,,AVALIFE ADVANCE RESCUE CAPS 30`S,KGS,,0,40.00,0.00
193,,AVALIFE COLON CARE CAPS 30`S,KGS,,0,48.01,0.00
194,,AVALIFE DAILY FLORA BALANCE CAPS 30`S,KGS,,0,30.00,0.00
195,,AVALIFE FEMIFLORA CAPS 30`S,KGS,,0,54.00,0.00
196,,AVAMVYS 27.5 MCG NASAL SPRAY,KGS,,0,818.90,0.00
197,,AVAMVYS AQ NASAL SPRAY - 120DOSES,KGS,,0,818.90,0.00
198,,AVAMYS TM 27.5MCG NASAL SPRAY,KGS,,0,863.00,0.00
199,,AVEZA 20MG TABS 30`S,KGS,,0,46.00,0.00
200,,AVODART 0.5MG 30`S,KGS,,0,67.07,0.00
201,,AXYLIN  100ML,KGS,,0,50.00,0.00
202,,AXYLIN NEONATAL ORAL SUSP 10ML,KGS,,0,150.00,0.00
203,,AZARGA EYE DROP 5ML,KGS,,0,"1,700.00",0.00
204,,AZIFAST 500MG TABS 3`S,KGS,,0,50.00,0.00
205,,AZITA 3`S 500MG,KGS,,0,60.00,0.00
206,,AZITHROMICIN 500MG 3S,KGS,,10,45.00,450.00
207,,AZITHROMYCIN SUSP 200MG/5ML,KGS,,11,80.00,880.00
208,,AZITOR 10MG 10`S,KGS,,0,25.00,0.00
209,,AZITOR 20MG 150`S,KGS,,0,40.00,0.00
210,,AZITOR 20MG 50`S,KGS,,0,45.00,0.00
211,,AZITOR 40MG 15`S,KGS,,0,50.00,0.00
212,,AZOPT 10MG/ML EYE DROPS,KGS,,0,930.00,0.00
213,,AZTOR 10MG 10`S,KGS,,0,38.00,0.00
214,,AZTOR 10MG TABS 50`S,KGS,,0,"1,520.00",0.00
215,,AZTOR 20MG 10`S,KGS,,0,51.00,0.00
216,,AZTOR 20MG TABS 50`S,KGS,,0,"2,040.00",0.00
217,,BACLOFEN 10MG TAB`S 84`S,KGS,,5,8.22,41.10
218,,BACTIFLOX 500MG 10`S,KGS,,0,155.00,0.00
219,,BACTIGRAS 10CM*10CM 10`S,KGS,,0,"1,710.00",0.00
220,,BACTIGRAS 10CM*40CM 10`S,KGS,,0,159.00,0.00
221,,BACTOCLAV 1000MG 12`S,KGS,,0,36.00,0.00
222,,BACTOCLAV 625MG 20S - OLD,KGS,,20,12.50,250.00
223,,BALLET MOSQUITO REPELLANT JELLY 50GMS,KGS,,0,97.00,0.00
224,,BALLET MOSQUITO REPELLANT LOTION 130ML,KGS,,0,188.00,0.00
225,,BALLET MOSQUITO REPELLANT LOTION 65ML,KGS,,0,113.00,0.00
226,,BALLET MOSQUITO REPELLENT & STING RELIEF CREME 100ML,KGS,,0,270.00,0.00
227,,BALLET MOSQUITO REPELLENT JELLY 100GMS,KGS,,0,200.00,0.00
228,,BALLET MOUSE SPRAY MOSQUITO REPELLENT &  STING RELIEF 100ML,KGS,,0,300.00,0.00
229,,BARE BACK ULTRA-THIN CONDOMS 3`S,KGS,,0,75.00,0.00
230,,BAYER ASPIRIN CARDIO 100MG 30`S,KGS,,0,6.00,0.00
231,,BD MICROFINE PLUS 8MM/8MM,KGS,,0,20.00,0.00
232,,BECLOMIN OINT 15GM,KGS,,3,129.00,387.00
233,,BECOACTIN SYP. 200ML,KGS,,0,295.00,0.00
234,,BECOACTIN TABS 30`S,KGS,,0,20.00,0.00
235,,BEECHAMS COLD & FLU HOT LEMON & HONEY SATCHETS 5`S,KGS,,0,70.00,0.00
236,,BEECLAV 1G TABS 20`S AMOXYCLAV,KGS,,0,40.00,0.00
237,,BEECLAV 475MG 70ML,KGS,,1,425.00,425.00
238,,BEECOX 200MG(C0X B) TABS,KGS,,1,28.90,28.90
239,,BENADRYL CHILDRENS ORAL SOLUTION 100ML ALLERGY RELIEF,KGS,,0,0.00,0.00
240,,BENDROFLUMETHIAZIDE 2.5MG 28`S,KGS,,0,12.00,0.00
241,,BENNETTS SALINE NASAL SPRAY 30ML,KGS,,0,566.10,0.00
242,,BENYLIN 4 FLU 200ML,KGS,,0,"1,000.00",0.00
243,,BENYLIN DRY COUGH 100ML,KGS,,0,450.00,0.00
244,,BENYLIN EXPECTORANT 100ML,KGS,,0,391.50,0.00
245,,BENYLIN ORIGINAL SYRUP 100ML,KGS,,0,391.55,0.00
246,,BENYLIN PAED 100ML,KGS,,7,350.00,"2,450.00"
247,,BENYLIN WET COUGH SYRUP 100ML,KGS,,0,414.00,0.00
248,,BENYLIN WITH CODEINE 100ML,KGS,,0,531.00,0.00
249,,BENZHEXOL 5MG 100`S,KGS,,0,3.00,0.00
250,,BEPANTHEN NAPPY CARE OINTMENT 30G,KGS,,0,617.50,0.00
251,,BEPANTHEN OINT 30GM,KGS,,0,0.00,0.00
252,,BERGCLIN 300MG 10`S,KGS,,0,600.00,0.00
253,,BEROCCA ORANGE FLAVOR 10 TABLETS,KGS,,0,520.60,0.00
254,,BESDIZ 16MG TABLETS 30`S,KGS,,0,22.00,0.00
255,,BESIDIZ 30`S TABS,KGS,,0,25.00,0.00
256,,BETA GRIPE WATER  60ML,KGS,,3,65.00,195.00
257,,BETA GRIPE WATER 100ML,KGS,,0,120.00,0.00
258,,BETADINE ANTISEPTIC 125ML,KGS,,0,412.00,0.00
259,,BETADINE ANTISEPTIC SOLUTION 500ML,KGS,,0,990.00,0.00
260,,BETADINE M/WASH 125ML,KGS,,0,465.00,0.00
261,,BETADINE M/WASH 250ML,KGS,,0,750.00,0.00
262,,BETADINE OINT 40G,KGS,,0,352.75,0.00
263,,BETALOC ZOK TABS 50MG 30`S,KGS,,0,622.13,0.00
264,,BETALOK 100MG ZOK 30`S,KGS,,0,40.00,0.00
265,,BETALOK 25MG ZOK 14`S,KGS,,0,38.00,0.00
266,,BETALOK 50MG ZOK 30`S,KGS,,0,25.00,0.00
267,,BETAPYN TAB`S 18`S,KGS,,0,27.78,0.00
268,,BETASALIC LOTION 30ML,KGS,,0,450.00,0.00
269,,BETASERC TABS 100`S,KGS,,0,27.20,0.00
270,,BETASON CREAM 15G,KGS,,0,36.00,0.00
271,,BETASON-S  CREAM OINT 15G,KGS,,0,100.00,0.00
272,,BETMIGA 25MG TABS 30`S,KGS,,0,126.67,0.00
273,,BETMIGA 50MG TABS 30`S,KGS,,0,126.67,0.00
274,,BETNOVATE CREAM 15G,KGS,,0,259.00,0.00
275,,BETNOVATE OINT 30G,KGS,,0,392.00,0.00
276,,BETOPTIC DROPS 5ML,KGS,,0,260.00,0.00
277,,BEUFLOX-D 5ML ,KGS,,0,270.00,0.00
278,,BEXTRAM GOLD ADVANCED TABS 30`S,KGS,,0,24.00,0.00
279,,BI PRETERAX 10/2.5MG 30`S,KGS,,0,105.00,0.00
280,,BI PRETERAX 5/1.25MG TABS 30`S,KGS,,0,77.00,0.00
281,,BIGEN DYE 6G,KGS,,0,200.00,0.00
282,,BIO OIL 125ML,KGS,,0,650.00,0.00
283,,BIO OIL 200ML,KGS,,0,800.00,0.00
284,,BIO OIL 60ML,KGS,,0,390.00,0.00
285,,BIOFOLIC DHA CAPS 100`S,KGS,,0,30.00,0.00
286,,BIOFREEZE GEL 59ML,KGS,,1,598.00,598.00
287,,BIOGAIA PROTECTIS BABY DROPS 5ML,KGS,,0,"1,248.75",0.00
288,,BIOPHENICOL EAR DROP 10ML,KGS,,0,100.00,0.00
289,,BIPRETERAX 5MG/1.25MG TABS 30`S,KGS,,0,69.18,0.00
290,,BISOLVON LINCTUS 200ML,KGS,,0,535.00,0.00
291,,BISOPROLOL 2.5MG 28`S,KGS,,0,15.00,0.00
292,,BISOPROLOL 5MG 28`S,KGS,,0,16.00,0.00
293,,BISPANOL SYRUP 100ML,KGS,,0,163.00,0.00
294,,BLISTEX DAILY LIP CONDITIONER 7ML,KGS,,0,310.00,0.00
295,,BLISTEX INT MOISTURISER CREAM,KGS,,0,310.00,0.00
296,,BLISTEX INTENSIVE MOISTURIZER,KGS,,0,310.00,0.00
297,,BLISTEX LIP BRILLIANCE BLUSHING F15,KGS,,0,350.00,0.00
298,,BLISTEX MEDPLUS SPF15,KGS,,0,310.00,0.00
299,,BLUE CAP CREAM 50G 11.60Z,KGS,,0,"4,100.00",0.00
300,,BONGARD 70MG TABS 4S,KGS,,0,137.70,0.00
301,,BONGELA SOOTHING TEETH 15ML,KGS,,0,700.00,0.00
302,,BONIUM TABS 30`S,KGS,,0,15.00,0.00
303,,BONJELA ADULT 15G,KGS,,0,704.00,0.00
304,,BONJELA TEETHING GEL,KGS,,0,570.00,0.00
305,,BONNISAN LIQUID 120ML,KGS,,1,230.00,230.00
306,,BONVIVA 150MG 1`S,KGS,,0,"4,760.00",0.00
307,,BORIC ACID EAR DROP 10ML,KGS,,0,100.00,0.00
308,,BRAGG`S -CHARCOAL TABS 100`S,KGS,,0,3.30,0.00
309,,BRALIX TABS 100`S,KGS,,0,7.00,0.00
310,,BRILINTA TABS 90MG 56`S,KGS,,0,0.00,0.00
311,,BRO ZEDEX SYP. 100ML,KGS,,1,135.00,135.00
312,,BROMODEL 2.5MG 30`S,KGS,,0,32.58,0.00
313,,BROMOSAL COUGH SYRUPN 100ML,KGS,,1,97.00,97.00
314,,BRONCHICUM ELIXIR S SYRUP 100ML,KGS,,0,235.00,0.00
315,,BRONCHO COFF EXP 100ML,KGS,,0,150.00,0.00
316,,BROTHER KNIT 3PLY MASK 50S ,KGS,,0,9.00,0.00
317,,BROXOL SYR 100ML,KGS,,0,150.00,0.00
318,,BROZELIN EXP SYP 100ML,KGS,,1,239.00,239.00
319,,BRUFAMOL 725MG 10`S,KGS,,0,0.00,0.00
320,,BRUFAMOL SUSP 100ML,KGS,,1,212.00,212.00
321,,BRUFAMOL TABS(IBU+PARA) 10S,KGS,,0,7.70,0.00
322,,BRUFEN  200MG 100S,KGS,,100,0.69,69.00
323,,BRUFEN  400MG 100S,KGS,,100,1.39,139.00
324,,BRUFEN SYP.100ML,KGS,,0,560.00,0.00
325,,BRUFEN TABLETS 400MG 250`S,KGS,,0,5.20,0.00
326,,BRUSTAN 10`S TABS,KGS,,10,8.48,84.80
327,,BRUSTAN SYP. 100ML,KGS,,1,234.00,234.00
328,,BUDECORT 200 INHALER,KGS,,0,"1,235.00",0.00
329,,BULKOT B CREAM,KGS,,0,44.00,0.00
330,,BULKOT CREAM,KGS,,12,22.00,264.00
331,,BULKOT MIXI CREAM 20GMS,KGS,,17,111.00,"1,887.00"
332,,BUMP PATROL AFTER SHAVE INTENSIVE TREATMENT 65ML,KGS,,0,550.00,0.00
333,,BUPITROY HEAVY 0.5% INJECTION 5X4ML,KGS,,0,"1,197.00",0.00
334,,BUPIVACAINE HYDROCHLORIDE 0.5% 10`S,KGS,,0,"2,400.00",0.00
335,,BURNOX CREAM 20G,KGS,,1,24.00,24.00
336,,BUSCOPAN 10MG 50`S,KGS,,0,17.00,0.00
337,,BUSCOPAN PLUS TABS 40`S,KGS,,0,38.80,0.00
338,,C-LEX DS DRY SUSP 100ML,KGS,,10,200.00,"2,000.00"
339,,C-TRI 1.0G INJECTION WITH SALINE WATER,KGS,,0,30.00,0.00
340,,CA-C 1000 ORANGE EFFERVESCENT TABS 10`S,KGS,,0,416.13,0.00
341,,CABALIN 25MG 24`S,KGS,,0,27.00,0.00
342,,CABALIN 75MG 24`S,KGS,,0,60.00,0.00
343,,CABERGOLINE 0.5MG TABS 8`S,KGS,,0,"7,690.00",0.00
344,,CAC SANDOZ 1000 VIT C TABS 10`S,KGS,,0,40.00,0.00
345,,CACHNERVE CAPS 30`S,KGS,,0,52.00,0.00
346,,CADIPHEN EXP 100ML,KGS,,2,99.00,198.00
347,,CADISTIN EXP 100ML,KGS,,6,90.00,540.00
348,,CAL C VITA EFFERVESCENT TABS 10`S,KGS,,0,34.50,0.00
349,,CALAMINE LOTION 100ML,KGS,,0,45.00,0.00
350,,CALCID-DENK EFFER TAB 20`S,KGS,,0,0.00,0.00
351,,CALCINOL 1000 D3 10`S,KGS,,0,33.62,0.00
352,,CALCIUM ACTIVE DENK 500MG EFFERV TABS 20`S,KGS,,0,23.00,0.00
353,,CALMIDORM 30S ,KGS,,0,80.00,0.00
354,,CALPOL 100ML SYP.,KGS,,1,285.00,285.00
355,,CALPOL 60ML SYP.,KGS,,6,150.00,900.00
356,,CALPOL PAEDIATRIC SUSPENSION FOR CHILDREN 3MONTHS+ 100ML,KGS,,0,285.00,0.00
357,,CALPOL PAEDIATRIC SUSPENSION FOR CHILDREN 3MONTHS+ 60ML,KGS,,0,190.00,0.00
358,,CALPOL SALINE NASAL SPRAY 15ML,KGS,,0,897.00,0.00
359,,CANDID B CREAM 15GM,KGS,,1,166.00,166.00
360,,CANDID B CREAM 30GM,KGS,,1,306.00,306.00
361,,CANDID CLOTRIMAZOLE MOUTH PAINT 15ML,KGS,,0,158.00,0.00
362,,CANDID CREAM 20GM,KGS,,0,198.90,0.00
363,,CANDID EAR DROP`S 15ML,KGS,,0,142.00,0.00
364,,CANDID LOTION 20ML,KGS,,0,149.40,0.00
365,,CANDID MOUTH PAINT 15ML,KGS,,1,153.00,153.00
366,,CANDID POWDER 30G,KGS,,0,248.00,0.00
367,,CANDID V-1 PESSARIES,KGS,,0,216.00,0.00
368,,CANDID V-3 PESSARIES 3`S,KGS,,0,90.90,0.00
369,,CANDID V-6 PESSARIES 6`S,KGS,,0,320.00,0.00
370,,CANDID V3 ORIG PESSARIES,KGS,,4,324.00,"1,296.00"
371,,CANDID-V GEL 30G,KGS,,0,320.00,0.00
